method,fraction,condition,ews,mean_tau,mean_nonseq,mean_seq,mean_lead,n_nets
smallcv,0.4,SIS $D$ desc,CV,0.997,1.0,1.0,0.8046,40
smallcv,0.4,SIS $D$ desc,Vdelta,0.9675,0.775,1.0,0.8082,40
smallcv,0.4,SIS $D$ desc,Vrel,0.9693,0.825,1.0,0.8082,40
smallcv,0.4,SIS $D$ desc,CVrel,0.9942,1.0,1.0,0.6856,40
smallcv,0.5,SIS $D$ desc,V,0.8543,0.525,0.95,0.8026,40
smallcv,0.5,SIS $D$ desc,CV,0.9972,1.0,1.0,0.8071,40
smallcv,0.5,SIS $D$ desc,Vdelta,0.9704,0.825,1.0,0.8082,40
smallcv,0.5,SIS $D$ desc,Vrel,0.9669,0.775,1.0,0.8082,40
smallcv,0.5,SIS $D$ desc,CVrel,0.9945,1.0,1.0,0.6862,40
smallcv,0.6,SIS $D$ desc,V,0.8106,0.475,0.95,0.8005,40
smallcv,0.6,SIS $D$ desc,CV,0.9972,1.0,1.0,0.8077,40
smallcv,0.6,SIS $D$ desc,Vdelta,0.9691,0.775,1.0,0.8092,40
smallcv,0.6,SIS $D$ desc,Vrel,0.9629,0.775,1.0,0.8092,40
smallcv,0.6,SIS $D$ desc,CVrel,0.9941,1.0,1.0,0.6779,40
smallcv,0.7,SIS $D$ desc,V,0.7702,0.375,0.925,0.8022,40
smallcv,0.7,SIS $D$ desc,CV,0.9973,1.0,1.0,0.8083,40
smallcv,0.7,SIS $D$ desc,Vdelta,0.9673,0.775,1.0,0.8092,40
smallcv,0.7,SIS $D$ desc,Vrel,0.9597,0.75,1.0,0.8092,40
smallcv,0.7,SIS $D$ desc,CVrel,0.9945,1.0,1.0,0.6767,40
smallcv,0.8,SIS $D$ desc,V,0.7221,0.325,0.9,0.8001,40
smallcv,0.8,SIS $D$ desc,CV,0.9974,1.0,1.0,0.8085,40
smallcv,0.8,SIS $D$ desc,Vdelta,0.9662,0.775,1.0,0.8085,40
smallcv,0.8,SIS $D$ desc,Vrel,0.9535,0.7,1.0,0.8085,40
smallcv,0.8,SIS $D$ desc,CVrel,0.9945,1.0,1.0,0.6787,40
smallcv,0.9,SIS $D$ desc,V,0.6771,0.25,0.875,0.8052,40
smallcv,0.9,SIS $D$ desc,CV,0.9979,1.0,1.0,0.8114,40
smallcv,0.9,SIS $D$ desc,Vdelta,0.9704,0.825,1.0,0.8092,40
smallcv,0.9,SIS $D$ desc,Vrel,0.9451,0.675,1.0,0.8092,40
smallcv,0.9,SIS $D$ desc,CVrel,0.9948,1.0,1.0,0.6732,40
smallcv,1.0,SIS $D$ desc,V,0.6098,0.175,0.875,0.8064,40
smallcv,1.0,SIS $D$ desc,CV,0.9979,1.0,1.0,0.816,40
smallcv,1.0,SIS $D$ desc,Vdelta,0.9741,0.85,1.0,0.8085,40
smallcv,1.0,SIS $D$ desc,Vrel,0.9295,0.55,1.0,0.8085,40
smallcv,1.0,SIS $D$ desc,CVrel,0.9949,1.0,1.0,0.6693,40
largecv,0.05,SIS $D$ desc,V,-0.2861,0.05,0.3,0.5527,40
largecv,0.05,SIS $D$ desc,CV,0.9528,0.975,1.0,0.6694,40
largecv,0.05,SIS $D$ desc,Vdelta,0.8887,0.825,0.975,0.789,40
largecv,0.05,SIS $D$ desc,Vrel,0.7151,0.1,0.975,0.811,40
largecv,0.05,SIS $D$ desc,CVrel,0.9752,1.0,1.0,0.6806,40
largecv,0.1,SIS $D$ desc,V,-0.2072,0.05,0.35,0.5648,40
largecv,0.1,SIS $D$ desc,CV,0.9908,1.0,1.0,0.737,40
largecv,0.1,SIS $D$ desc,Vdelta,0.9248,0.85,1.0,0.7931,40
largecv,0.1,SIS $D$ desc,Vrel,0.7678,0.125,1.0,0.8013,40
largecv,0.1,SIS $D$ desc,CVrel,0.9882,1.0,1.0,0.692,40
largecv,0.2,SIS $D$ desc,V,-0.0993,0.05,0.4,0.7312,40
largecv,0.2,SIS $D$ desc,CV,0.9944,1.0,1.0,0.7784,40
largecv,0.2,SIS $D$ desc,Vdelta,0.9445,0.8,1.0,0.8058,40
largecv,0.2,SIS $D$ desc,Vrel,0.8119,0.15,1.0,0.8072,40
largecv,0.2,SIS $D$ desc,CVrel,0.9919,1.0,1.0,0.6984,40
largecv,0.3,SIS $D$ desc,V,0.036,0.05,0.5,0.7648,40
largecv,0.3,SIS $D$ desc,CV,0.9962,1.0,1.0,0.8018,40
largecv,0.3,SIS $D$ desc,Vdelta,0.9472,0.775,1.0,0.8072,40
largecv,0.3,SIS $D$ desc,Vrel,0.8436,0.25,1.0,0.8072,40
largecv,0.3,SIS $D$ desc,CVrel,0.9931,1.0,1.0,0.6853,40
largecv,0.4,SIS $D$ desc,V,0.1104,0.075,0.55,0.7617,40
largecv,0.4,SIS $D$ desc,CV,0.9969,1.0,1.0,0.8065,40
largecv,0.4,SIS $D$ desc,Vdelta,0.9525,0.775,1.0,0.8072,40
largecv,0.4,SIS $D$ desc,Vrel,0.8565,0.3,1.0,0.8072,40
largecv,0.4,SIS $D$ desc,CVrel,0.9939,1.0,1.0,0.6828,40
largecv,0.5,SIS $D$ desc,V,0.1238,0.075,0.525,0.7631,40
largecv,0.5,SIS $D$ desc,CV,0.9977,1.0,1.0,0.8084,40
largecv,0.5,SIS $D$ desc,Vdelta,0.9561,0.825,1.0,0.8082,40
largecv,0.5,SIS $D$ desc,Vrel,0.8719,0.325,1.0,0.8082,40
largecv,0.5,SIS $D$ desc,CVrel,0.9945,1.0,1.0,0.6782,40
largecv,0.6,SIS $D$ desc,V,0.1545,0.075,0.55,0.7574,40
largecv,0.6,SIS $D$ desc,CV,0.9976,1.0,1.0,0.8102,40
largecv,0.6,SIS $D$ desc,Vdelta,0.9634,0.875,1.0,0.8082,40
largecv,0.6,SIS $D$ desc,Vrel,0.8835,0.425,1.0,0.8105,40
largecv,0.6,SIS $D$ desc,CVrel,0.9946,1.0,1.0,0.6791,40
largecv,0.7,SIS $D$ desc,V,0.2419,0.075,0.5,0.7931,40
largecv,0.7,SIS $D$ desc,CV,0.9976,1.0,1.0,0.8117,40
largecv,0.7,SIS $D$ desc,Vdelta,0.9671,0.9,1.0,0.8079,40
largecv,0.7,SIS $D$ desc,Vrel,0.8962,0.45,1.0,0.8082,40
largecv,0.7,SIS $D$ desc,CVrel,0.9945,1.0,1.0,0.6746,40
largecv,0.8,SIS $D$ desc,V,0.2993,0.1,0.55,0.7862,40
largecv,0.8,SIS $D$ desc,CV,0.9979,1.0,1.0,0.8126,40
largecv,0.8,SIS $D$ desc,Vdelta,0.9674,0.875,1.0,0.8082,40
largecv,0.8,SIS $D$ desc,Vrel,0.9032,0.475,1.0,0.8082,40
largecv,0.8,SIS $D$ desc,CVrel,0.9946,1.0,1.0,0.6723,40
largecv,0.9,SIS $D$ desc,V,0.3659,0.1,0.625,0.7978,40
largecv,0.9,SIS $D$ desc,CV,0.9979,1.0,1.0,0.8126,40
largecv,0.9,SIS $D$ desc,Vdelta,0.9676,0.85,1.0,0.8082,40
largecv,0.9,SIS $D$ desc,Vrel,0.9092,0.5,1.0,0.8082,40
largecv,0.9,SIS $D$ desc,CVrel,0.9946,1.0,1.0,0.6695,40
largecv,1.0,SIS $D$ desc,V,0.6098,0.175,0.875,0.8064,40
largecv,1.0,SIS $D$ desc,CV,0.9979,1.0,1.0,0.816,40
largecv,1.0,SIS $D$ desc,Vdelta,0.9741,0.85,1.0,0.8085,40
largecv,1.0,SIS $D$ desc,Vrel,0.9295,0.55,1.0,0.8085,40
largecv,1.0,SIS $D$ desc,CVrel,0.9949,1.0,1.0,0.6693,40
random,0.05,MUT $D$ desc,V,-0.9131,0.035,0.03,0.1684,40
random,0.05,MUT $D$ desc,CV,-0.4811,0.165,0.16,0.44,40
random,0.05,MUT $D$ desc,Vdelta,0.9566,0.915,0.99,0.7792,40
random,0.05,MUT $D$ desc,Vrel,0.9202,0.835,1.0,0.782,40
random,0.05,MUT $D$ desc,CVrel,0.9421,0.785,0.975,0.5903,40
random,0.1,MUT $D$ desc,V,-0.9237,0.025,0.025,0.1385,40
random,0.1,MUT $D$ desc,CV,-0.5273,0.145,0.145,0.4034,40
random,0.1,MUT $D$ desc,Vdelta,0.9782,0.965,0.995,0.781,40
random,0.1,MUT $D$ desc,Vrel,0.9473,0.925,1.0,0.7798,40
random,0.1,MUT $D$ desc,CVrel,0.9629,0.835,1.0,0.5907,40
random,0.2,MUT $D$ desc,V,-0.9291,0.025,0.025,0.1292,40
random,0.2,MUT $D$ desc,CV,-0.5121,0.145,0.145,0.4091,40
random,0.2,MUT $D$ desc,Vdelta,0.9834,0.975,1.0,0.7867,40
random,0.2,MUT $D$ desc,Vrel,0.9596,0.95,1.0,0.785,40
random,0.2,MUT $D$ desc,CVrel,0.9724,0.875,1.0,0.6006,40
random,0.3,MUT $D$ desc,V,-0.939,0.025,0.025,0.1569,40
random,0.3,MUT $D$ desc,CV,-0.5392,0.125,0.125,0.3333,40
random,0.3,MUT $D$ desc,Vdelta,0.9843,0.975,1.0,0.7811,40
random,0.3,MUT $D$ desc,Vrel,0.9641,0.955,1.0,0.7829,40
random,0.3,MUT $D$ desc,CVrel,0.9755,0.87,1.0,0.5955,40
random,0.4,MUT $D$ desc,V,-0.9414,0.025,0.025,0.1415,40
random,0.4,MUT $D$ desc,CV,-0.5128,0.135,0.135,0.3856,40
random,0.4,MUT $D$ desc,Vdelta,0.9852,0.975,1.0,0.784,40
random,0.4,MUT $D$ desc,Vrel,0.9661,0.97,1.0,0.782,40
random,0.4,MUT $D$ desc,CVrel,0.976,0.9,1.0,0.6012,40
random,0.5,MUT $D$ desc,V,-0.9374,0.025,0.025,0.4154,40
random,0.5,MUT $D$ desc,CV,-0.501,0.135,0.135,0.3378,40
random,0.5,MUT $D$ desc,Vdelta,0.9861,0.975,1.0,0.7825,40
random,0.5,MUT $D$ desc,Vrel,0.968,0.97,1.0,0.7863,40
random,0.5,MUT $D$ desc,CVrel,0.9778,0.92,1.0,0.6019,40
random,0.6,MUT $D$ desc,V,-0.939,0.025,0.025,0.1969,40
random,0.6,MUT $D$ desc,CV,-0.5395,0.13,0.13,0.299,40
random,0.6,MUT $D$ desc,Vdelta,0.9867,0.975,1.0,0.785,40
random,0.6,MUT $D$ desc,Vrel,0.9681,0.955,1.0,0.7832,40
random,0.6,MUT $D$ desc,CVrel,0.9783,0.93,1.0,0.6065,40
random,0.7,MUT $D$ desc,V,-0.9387,0.025,0.025,0.2615,40
random,0.7,MUT $D$ desc,CV,-0.5297,0.11,0.11,0.3972,40
random,0.7,MUT $D$ desc,Vdelta,0.9873,0.975,1.0,0.7818,40
random,0.7,MUT $D$ desc,Vrel,0.9699,0.975,1.0,0.7853,40
random,0.7,MUT $D$ desc,CVrel,0.9793,0.94,1.0,0.6034,40
random,0.8,MUT $D$ desc,V,-0.9388,0.025,0.025,0.2338,40
random,0.8,MUT $D$ desc,CV,-0.5127,0.12,0.12,0.3335,40
random,0.8,MUT $D$ desc,Vdelta,0.9876,0.975,1.0,0.7826,40
random,0.8,MUT $D$ desc,Vrel,0.97,0.97,1.0,0.7834,40
random,0.8,MUT $D$ desc,CVrel,0.9792,0.925,1.0,0.6037,40
random,0.9,MUT $D$ desc,V,-0.9394,0.025,0.025,0.3692,40
random,0.9,MUT $D$ desc,CV,-0.5151,0.115,0.115,0.3746,40
random,0.9,MUT $D$ desc,Vdelta,0.988,0.975,1.0,0.7836,40
random,0.9,MUT $D$ desc,Vrel,0.9702,0.975,1.0,0.7836,40
random,0.9,MUT $D$ desc,CVrel,0.9797,0.955,1.0,0.6054,40
random,1.0,MUT $D$ desc,V,-0.9391,0.025,0.025,0.2769,40
random,1.0,MUT $D$ desc,CV,-0.524,0.125,0.125,0.3733,40
random,1.0,MUT $D$ desc,Vdelta,0.9884,0.975,1.0,0.7818,40
random,1.0,MUT $D$ desc,Vrel,0.971,0.975,1.0,0.7818,40
random,1.0,MUT $D$ desc,CVrel,0.9797,0.975,1.0,0.6085,40
largeb,0.05,MUT $D$ desc,V,-0.9636,0.025,0.025,0.2462,40
largeb,0.05,MUT $D$ desc,CV,-0.9439,0.025,0.025,0.2462,40
largeb,0.05,MUT $D$ desc,Vdelta,0.9771,1.0,1.0,0.7838,40
largeb,0.05,MUT $D$ desc,Vrel,0.9594,0.95,1.0,0.7829,40
largeb,0.05,MUT $D$ desc,CVrel,0.9672,0.95,0.975,0.5496,40
largeb,0.1,MUT $D$ desc,V,-0.9617,0.025,0.0,,40
largeb,0.1,MUT $D$ desc,CV,-0.9428,0.025,0.025,0.0154,40
largeb,0.1,MUT $D$ desc,Vdelta,0.98,0.975,0.975,0.7995,40
largeb,0.1,MUT $D$ desc,Vrel,0.9639,0.975,0.975,0.7983,40
largeb,0.1,MUT $D$ desc,CVrel,0.9722,0.975,0.975,0.5944,40
largeb,0.2,MUT $D$ desc,V,-0.959,0.025,0.025,0.0154,40
largeb,0.2,MUT $D$ desc,CV,-0.9407,0.025,0.025,0.0308,40
largeb,0.2,MUT $D$ desc,Vdelta,0.9853,1.0,1.0,0.7799,40
largeb,0.2,MUT $D$ desc,Vrel,0.9699,0.975,1.0,0.7799,40
largeb,0.2,MUT $D$ desc,CVrel,0.9773,0.95,1.0,0.5939,40
largeb,0.3,MUT $D$ desc,V,-0.9558,0.025,0.025,0.0615,40
largeb,0.3,MUT $D$ desc,CV,-0.9372,0.025,0.025,0.0923,40
largeb,0.3,MUT $D$ desc,Vdelta,0.9886,1.0,1.0,0.781,40
largeb,0.3,MUT $D$ desc,Vrel,0.9722,0.975,1.0,0.781,40
largeb,0.3,MUT $D$ desc,CVrel,0.9787,0.95,1.0,0.5908,40
largeb,0.4,MUT $D$ desc,V,-0.9552,0.025,0.025,0.2769,40
largeb,0.4,MUT $D$ desc,CV,-0.933,0.025,0.025,0.2769,40
largeb,0.4,MUT $D$ desc,Vdelta,0.9887,1.0,1.0,0.7864,40
largeb,0.4,MUT $D$ desc,Vrel,0.9717,0.975,1.0,0.7864,40
largeb,0.4,MUT $D$ desc,CVrel,0.9791,0.9,1.0,0.5954,40
largeb,0.5,MUT $D$ desc,V,-0.9546,0.025,0.025,0.2615,40
largeb,0.5,MUT $D$ desc,CV,-0.9239,0.025,0.025,0.2615,40
largeb,0.5,MUT $D$ desc,Vdelta,0.9889,1.0,1.0,0.781,40
largeb,0.5,MUT $D$ desc,Vrel,0.9712,0.95,1.0,0.781,40
largeb,0.5,MUT $D$ desc,CVrel,0.9791,0.925,1.0,0.5951,40
largeb,0.6,MUT $D$ desc,V,-0.9549,0.025,0.025,0.0923,40
largeb,0.6,MUT $D$ desc,CV,-0.9112,0.025,0.025,0.1846,40
largeb,0.6,MUT $D$ desc,Vdelta,0.9889,1.0,1.0,0.7814,40
largeb,0.6,MUT $D$ desc,Vrel,0.9709,0.95,1.0,0.7814,40
largeb,0.6,MUT $D$ desc,CVrel,0.9792,0.9,1.0,0.5978,40
largeb,0.7,MUT $D$ desc,V,-0.9539,0.025,0.025,0.1538,40
largeb,0.7,MUT $D$ desc,CV,-0.8886,0.025,0.025,0.1846,40
largeb,0.7,MUT $D$ desc,Vdelta,0.9891,1.0,1.0,0.7822,40
largeb,0.7,MUT $D$ desc,Vrel,0.9722,0.975,1.0,0.7822,40
largeb,0.7,MUT $D$ desc,CVrel,0.9793,0.875,1.0,0.5999,40
largeb,0.8,MUT $D$ desc,V,-0.9535,0.025,0.025,0.2615,40
largeb,0.8,MUT $D$ desc,CV,-0.8466,0.025,0.025,0.2769,40
largeb,0.8,MUT $D$ desc,Vdelta,0.9891,1.0,1.0,0.7822,40
largeb,0.8,MUT $D$ desc,Vrel,0.9712,0.95,1.0,0.7822,40
largeb,0.8,MUT $D$ desc,CVrel,0.9791,0.9,1.0,0.602,40
largeb,0.9,MUT $D$ desc,V,-0.9526,0.025,0.025,0.2769,40
largeb,0.9,MUT $D$ desc,CV,-0.7472,0.05,0.05,0.2099,40
largeb,0.9,MUT $D$ desc,Vdelta,0.9895,0.975,1.0,0.786,40
largeb,0.9,MUT $D$ desc,Vrel,0.97,0.95,1.0,0.786,40
largeb,0.9,MUT $D$ desc,CVrel,0.9794,0.75,1.0,0.6033,40
largeb,1.0,MUT $D$ desc,V,-0.9391,0.025,0.025,0.2769,40
largeb,1.0,MUT $D$ desc,CV,-0.524,0.125,0.125,0.3733,40
largeb,1.0,MUT $D$ desc,Vdelta,0.9884,0.975,1.0,0.7818,40
largeb,1.0,MUT $D$ desc,Vrel,0.971,0.975,1.0,0.7818,40
largeb,1.0,MUT $D$ desc,CVrel,0.9797,0.975,1.0,0.6085,40
smallb,0.05,MUT $D$ desc,V,0.4383,0.725,0.725,0.4097,40
smallb,0.05,MUT $D$ desc,CV,0.8693,0.925,0.925,0.6764,40
smallb,0.05,MUT $D$ desc,Vdelta,0.8665,0.925,1.0,0.6745,40
smallb,0.05,MUT $D$ desc,Vrel,0.9459,1.0,1.0,0.7586,40
smallb,0.05,MUT $D$ desc,CVrel,0.9545,1.0,1.0,0.6651,40
smallb,0.1,MUT $D$ desc,V,0.3016,0.65,0.65,0.3449,40
smallb,0.1,MUT $D$ desc,CV,0.8423,0.9,0.9,0.6992,40
smallb,0.1,MUT $D$ desc,Vdelta,0.8734,0.925,1.0,0.7462,40
smallb,0.1,MUT $D$ desc,Vrel,0.9542,1.0,1.0,0.7756,40
smallb,0.1,MUT $D$ desc,CVrel,0.9635,1.0,1.0,0.6936,40
smallb,0.2,MUT $D$ desc,V,-0.0578,0.3,0.3,0.4324,40
smallb,0.2,MUT $D$ desc,CV,0.7236,0.85,0.85,0.6782,40
smallb,0.2,MUT $D$ desc,Vdelta,0.9199,0.9,1.0,0.7834,40
smallb,0.2,MUT $D$ desc,Vrel,0.9542,1.0,1.0,0.7901,40
smallb,0.2,MUT $D$ desc,CVrel,0.9654,1.0,1.0,0.6918,40
smallb,0.3,MUT $D$ desc,V,-0.3239,0.2,0.2,0.4679,40
smallb,0.3,MUT $D$ desc,CV,0.6219,0.775,0.775,0.6451,40
smallb,0.3,MUT $D$ desc,Vdelta,0.9328,0.9,1.0,0.7978,40
smallb,0.3,MUT $D$ desc,Vrel,0.9502,1.0,1.0,0.7985,40
smallb,0.3,MUT $D$ desc,CVrel,0.9621,1.0,1.0,0.6965,40
smallb,0.4,MUT $D$ desc,V,-0.4675,0.175,0.175,0.4252,40
smallb,0.4,MUT $D$ desc,CV,0.5117,0.725,0.725,0.5912,40
smallb,0.4,MUT $D$ desc,Vdelta,0.9415,0.85,1.0,0.7973,40
smallb,0.4,MUT $D$ desc,Vrel,0.9505,1.0,1.0,0.7987,40
smallb,0.4,MUT $D$ desc,CVrel,0.9625,1.0,1.0,0.6695,40
smallb,0.5,MUT $D$ desc,V,-0.5468,0.175,0.175,0.3456,40
smallb,0.5,MUT $D$ desc,CV,0.4136,0.65,0.65,0.5911,40
smallb,0.5,MUT $D$ desc,Vdelta,0.9488,0.9,1.0,0.7813,40
smallb,0.5,MUT $D$ desc,Vrel,0.9579,1.0,1.0,0.7818,40
smallb,0.5,MUT $D$ desc,CVrel,0.9704,1.0,1.0,0.6474,40
smallb,0.6,MUT $D$ desc,V,-0.6443,0.125,0.125,0.4047,40
smallb,0.6,MUT $D$ desc,CV,0.319,0.6,0.6,0.5194,40
smallb,0.6,MUT $D$ desc,Vdelta,0.9674,0.925,1.0,0.7822,40
smallb,0.6,MUT $D$ desc,Vrel,0.9602,0.975,1.0,0.7822,40
smallb,0.6,MUT $D$ desc,CVrel,0.9726,0.975,1.0,0.6237,40
smallb,0.7,MUT $D$ desc,V,-0.7258,0.075,0.075,0.5319,40
smallb,0.7,MUT $D$ desc,CV,0.1823,0.5,0.5,0.4465,40
smallb,0.7,MUT $D$ desc,Vdelta,0.9765,0.925,1.0,0.7822,40
smallb,0.7,MUT $D$ desc,Vrel,0.9596,0.975,1.0,0.7822,40
smallb,0.7,MUT $D$ desc,CVrel,0.9719,0.975,1.0,0.625,40
smallb,0.8,MUT $D$ desc,V,-0.8043,0.05,0.05,0.6644,40
smallb,0.8,MUT $D$ desc,CV,0.0394,0.4,0.4,0.4589,40
smallb,0.8,MUT $D$ desc,Vdelta,0.9825,0.95,1.0,0.7991,40
smallb,0.8,MUT $D$ desc,Vrel,0.9606,0.975,1.0,0.7991,40
smallb,0.8,MUT $D$ desc,CVrel,0.9732,0.975,1.0,0.6338,40
smallb,0.9,MUT $D$ desc,V,-0.8819,0.05,0.05,0.3817,40
smallb,0.9,MUT $D$ desc,CV,-0.1392,0.25,0.25,0.4724,40
smallb,0.9,MUT $D$ desc,Vdelta,0.9856,0.95,1.0,0.7833,40
smallb,0.9,MUT $D$ desc,Vrel,0.9646,0.975,1.0,0.7833,40
smallb,0.9,MUT $D$ desc,CVrel,0.9764,0.975,1.0,0.6168,40
smallb,1.0,MUT $D$ desc,V,-0.9391,0.025,0.025,0.2769,40
smallb,1.0,MUT $D$ desc,CV,-0.524,0.125,0.125,0.3733,40
smallb,1.0,MUT $D$ desc,Vdelta,0.9884,0.975,1.0,0.7818,40
smallb,1.0,MUT $D$ desc,Vrel,0.971,0.975,1.0,0.7818,40
smallb,1.0,MUT $D$ desc,CVrel,0.9797,0.975,1.0,0.6085,40
dirb,0.05,MUT $D$ desc,V,0.4383,0.725,0.725,0.4097,40
dirb,0.05,MUT $D$ desc,CV,0.8693,0.925,0.925,0.6764,40
dirb,0.05,MUT $D$ desc,Vdelta,0.8665,0.925,1.0,0.6745,40
dirb,0.05,MUT $D$ desc,Vrel,0.9459,1.0,1.0,0.7586,40
dirb,0.05,MUT $D$ desc,CVrel,0.9545,1.0,1.0,0.6651,40
dirb,0.1,MUT $D$ desc,V,0.3016,0.65,0.65,0.3449,40
dirb,0.1,MUT $D$ desc,CV,0.8423,0.9,0.9,0.6992,40
dirb,0.1,MUT $D$ desc,Vdelta,0.8734,0.925,1.0,0.7462,40
dirb,0.1,MUT $D$ desc,Vrel,0.9542,1.0,1.0,0.7756,40
dirb,0.1,MUT $D$ desc,CVrel,0.9635,1.0,1.0,0.6936,40
dirb,0.2,MUT $D$ desc,V,-0.0578,0.3,0.3,0.4324,40
dirb,0.2,MUT $D$ desc,CV,0.7236,0.85,0.85,0.6782,40
dirb,0.2,MUT $D$ desc,Vdelta,0.9199,0.9,1.0,0.7834,40
dirb,0.2,MUT $D$ desc,Vrel,0.9542,1.0,1.0,0.7901,40
dirb,0.2,MUT $D$ desc,CVrel,0.9654,1.0,1.0,0.6918,40
dirb,0.3,MUT $D$ desc,V,-0.3239,0.2,0.2,0.4679,40
dirb,0.3,MUT $D$ desc,CV,0.6219,0.775,0.775,0.6451,40
dirb,0.3,MUT $D$ desc,Vdelta,0.9328,0.9,1.0,0.7978,40
dirb,0.3,MUT $D$ desc,Vrel,0.9502,1.0,1.0,0.7985,40
dirb,0.3,MUT $D$ desc,CVrel,0.9621,1.0,1.0,0.6965,40
dirb,0.4,MUT $D$ desc,V,-0.4675,0.175,0.175,0.4252,40
dirb,0.4,MUT $D$ desc,CV,0.5117,0.725,0.725,0.5912,40
dirb,0.4,MUT $D$ desc,Vdelta,0.9415,0.85,1.0,0.7973,40
dirb,0.4,MUT $D$ desc,Vrel,0.9505,1.0,1.0,0.7987,40
dirb,0.4,MUT $D$ desc,CVrel,0.9625,1.0,1.0,0.6695,40
dirb,0.5,MUT $D$ desc,V,-0.5468,0.175,0.175,0.3456,40
dirb,0.5,MUT $D$ desc,CV,0.4136,0.65,0.65,0.5911,40
dirb,0.5,MUT $D$ desc,Vdelta,0.9488,0.9,1.0,0.7813,40
dirb,0.5,MUT $D$ desc,Vrel,0.9579,1.0,1.0,0.7818,40
dirb,0.5,MUT $D$ desc,CVrel,0.9704,1.0,1.0,0.6474,40
dirb,0.6,MUT $D$ desc,V,-0.6443,0.125,0.125,0.4047,40
dirb,0.6,MUT $D$ desc,CV,0.319,0.6,0.6,0.5194,40
dirb,0.6,MUT $D$ desc,Vdelta,0.9674,0.925,1.0,0.7822,40
dirb,0.6,MUT $D$ desc,Vrel,0.9602,0.975,1.0,0.7822,40
dirb,0.6,MUT $D$ desc,CVrel,0.9726,0.975,1.0,0.6237,40
dirb,0.7,MUT $D$ desc,V,-0.7258,0.075,0.075,0.5319,40
dirb,0.7,MUT $D$ desc,CV,0.1823,0.5,0.5,0.4465,40
dirb,0.7,MUT $D$ desc,Vdelta,0.9765,0.925,1.0,0.7822,40
dirb,0.7,MUT $D$ desc,Vrel,0.9596,0.975,1.0,0.7822,40
dirb,0.7,MUT $D$ desc,CVrel,0.9719,0.975,1.0,0.625,40
dirb,0.8,MUT $D$ desc,V,-0.8043,0.05,0.05,0.6644,40
dirb,0.8,MUT $D$ desc,CV,0.0394,0.4,0.4,0.4589,40
dirb,0.8,MUT $D$ desc,Vdelta,0.9825,0.95,1.0,0.7991,40
dirb,0.8,MUT $D$ desc,Vrel,0.9606,0.975,1.0,0.7991,40
dirb,0.8,MUT $D$ desc,CVrel,0.9732,0.975,1.0,0.6338,40
dirb,0.9,MUT $D$ desc,V,-0.8819,0.05,0.05,0.3817,40
dirb,0.9,MUT $D$ desc,CV,-0.1392,0.25,0.25,0.4724,40
dirb,0.9,MUT $D$ desc,Vdelta,0.9856,0.95,1.0,0.7833,40
dirb,0.9,MUT $D$ desc,Vrel,0.9646,0.975,1.0,0.7833,40
dirb,0.9,MUT $D$ desc,CVrel,0.9764,0.975,1.0,0.6168,40
dirb,1.0,MUT $D$ desc,V,-0.9391,0.025,0.025,0.2769,40
dirb,1.0,MUT $D$ desc,CV,-0.524,0.125,0.125,0.3733,40
dirb,1.0,MUT $D$ desc,Vdelta,0.9884,0.975,1.0,0.7818,40
dirb,1.0,MUT $D$ desc,Vrel,0.971,0.975,1.0,0.7818,40
dirb,1.0,MUT $D$ desc,CVrel,0.9797,0.975,1.0,0.6085,40
halfb,0.05,MUT $D$ desc,V,-0.9183,0.025,0.025,0.0462,40
halfb,0.05,MUT $D$ desc,CV,0.0682,0.4,0.4,0.3161,40
halfb,0.05,MUT $D$ desc,Vdelta,0.9403,0.8,0.975,0.7995,40
halfb,0.05,MUT $D$ desc,Vrel,0.8085,0.975,0.975,0.7895,40
halfb,0.05,MUT $D$ desc,CVrel,0.8412,0.95,1.0,0.5514,40
halfb,0.1,MUT $D$ desc,V,-0.9263,0.025,0.025,0.2308,40
halfb,0.1,MUT $D$ desc,CV,-0.098,0.25,0.25,0.3849,40
halfb,0.1,MUT $D$ desc,Vdelta,0.9636,0.95,1.0,0.781,40
halfb,0.1,MUT $D$ desc,Vrel,0.885,0.975,1.0,0.7778,40
halfb,0.1,MUT $D$ desc,CVrel,0.917,0.925,1.0,0.5622,40
halfb,0.2,MUT $D$ desc,V,-0.9324,0.025,0.025,0.0923,40
halfb,0.2,MUT $D$ desc,CV,-0.2463,0.225,0.225,0.3408,40
halfb,0.2,MUT $D$ desc,Vdelta,0.9811,0.975,1.0,0.781,40
halfb,0.2,MUT $D$ desc,Vrel,0.9339,0.975,1.0,0.7807,40
halfb,0.2,MUT $D$ desc,CVrel,0.9556,0.95,1.0,0.5747,40
halfb,0.3,MUT $D$ desc,V,-0.9341,0.025,0.025,0.0923,40
halfb,0.3,MUT $D$ desc,CV,-0.3233,0.175,0.175,0.3843,40
halfb,0.3,MUT $D$ desc,Vdelta,0.9834,0.975,1.0,0.7814,40
halfb,0.3,MUT $D$ desc,Vrel,0.9582,0.975,1.0,0.7814,40
halfb,0.3,MUT $D$ desc,CVrel,0.9711,0.975,1.0,0.5899,40
halfb,0.4,MUT $D$ desc,V,-0.9353,0.025,0.025,0.0923,40
halfb,0.4,MUT $D$ desc,CV,-0.3817,0.175,0.175,0.3455,40
halfb,0.4,MUT $D$ desc,Vdelta,0.985,0.975,1.0,0.7814,40
